204500,QD,1980,11,01,0.4943
204500,QD,1980,11,08,0.5214
204500,QD,1980,11,15,0.5271
204500,QD,1980,11,22,0.4500
204500,QD,1980,11,29,0.3657
204500,QD,1980,12,06,0.3143
204500,QD,1980,12,13,0.5071
204500,QD,1980,12,20,0.4843
204500,QD,1980,12,27,0.4529
204500,QD,1981,01,03,0.4629
204500,QD,1981,01,10,0.5143
204500,QD,1981,01,17,0.4943
204500,QD,1981,01,24,0.4429
204500,QD,1981,01,31,0.5000
204500,QD,1981,02,07,0.7400
204500,QD,1981,02,14,0.7300
204500,QD,1981,02,21,0.5114
204500,QD,1981,02,28,0.5000
204500,QD,1981,03,07,0.8443
204500,QD,1981,03,14,0.6386
204500,QD,1981,03,21,0.5443
204500,QD,1981,03,28,0.4914
204500,QD,1981,04,04,0.4457
204500,QD,1981,04,11,0.3829
204500,QD,1981,04,18,0.4629
204500,QD,1981,04,25,0.6129
204500,QD,1981,05,02,0.5014
204500,QD,1981,05,09,0.4457
204500,QD,1981,05,16,0.8414
204500,QD,1981,05,23,0.8700
204500,QD,1981,05,30,0.8014
204500,QD,1981,06,06,0.6029
204500,QD,1981,06,13,0.4414
204500,QD,1981,06,20,0.4957
204500,QD,1981,06,27,0.4143
204500,QD,1981,07,04,0.3957
204500,QD,1981,07,11,0.4157
204500,QD,1981,07,18,1.4029
204500,QD,1981,07,25,1.1371
204500,QD,1981,08,01,0.5143
204500,QD,1981,08,08,0.5100
204500,QD,1981,08,15,0.5586
204500,QD,1981,08,22,0.5329
204500,QD,1981,08,29,0.3943
204500,QD,1981,09,05,0.4786
204500,QD,1981,09,12,0.6243
204500,QD,1981,09,19,0.7671
204500,QD,1981,09,26,0.6700
204500,QD,1981,10,03,0.4729
204500,QD,1981,10,10,0.7557
204500,QD,1981,10,17,1.1014
204500,QD,1981,10,24,0.9414
204500,QD,1981,10,31,0.7500
204500,QD,1981,11,07,0.7214
204500,QD,1981,11,14,0.8471
204500,QD,1981,11,21,0.9214
204500,QD,1981,11,28,0.8871
204500,QD,1981,12,05,0.7386
204500,QD,1981,12,12,0.7786
204500,QD,1981,12,19,0.7329
204500,QD,1981,12,26,0.7443
204500,QD,1982,01,02,0.6757
204500,QD,1982,01,09,0.5729
204500,QD,1982,01,16,0.4757
204500,QD,1982,01,23,0.7800
204500,QD,1982,01,30,1.2243
204500,QD,1982,02,06,0.8300
204500,QD,1982,02,13,0.6757
204500,QD,1982,02,20,0.5614
204500,QD,1982,02,27,0.9414
204500,QD,1982,03,06,1.0643
204500,QD,1982,03,13,0.6243
204500,QD,1982,03,20,0.9586
204500,QD,1982,03,27,0.6986
204500,QD,1982,04,03,0.7157
204500,QD,1982,04,10,0.6071
204500,QD,1982,04,17,0.6757
204500,QD,1982,04,24,0.6643
204500,QD,1982,05,01,0.7971
204500,QD,1982,05,08,0.8229
204500,QD,1982,05,15,0.8086
204500,QD,1982,05,22,0.5471
204500,QD,1982,05,29,0.6843
204500,QD,1982,06,05,0.5857
204500,QD,1982,06,12,0.6657
204500,QD,1982,06,19,0.5343
204500,QD,1982,06,26,0.5743
204500,QD,1982,07,03,0.4943
204500,QD,1982,07,10,0.4986
204500,QD,1982,07,17,0.5629
204500,QD,1982,07,24,0.4871
204500,QD,1982,07,31,0.4729
204500,QD,1982,08,07,1.3243
204500,QD,1982,08,14,0.4686
204500,QD,1982,08,21,0.4357
204500,QD,1982,08,28,0.5186
204500,QD,1982,09,04,0.4314
204500,QD,1982,09,11,0.4400
204500,QD,1982,09,18,0.4086
204500,QD,1982,09,25,0.4857
204500,QD,1982,10,02,0.4686
204500,QD,1982,10,09,0.6600
204500,QD,1982,10,16,0.6657
204500,QD,1982,10,23,0.4600
204500,QD,1982,10,30,0.4886
204500,QD,1982,11,06,0.6957
204500,QD,1982,11,13,0.8014
204500,QD,1982,11,20,0.7957
204500,QD,1982,11,27,0.7843
204500,QD,1982,12,04,0.8414
204500,QD,1982,12,11,0.8357
204500,QD,1982,12,18,0.6571
204500,QD,1982,12,25,0.6471
204500,QD,1983,01,01,0.8129
204500,QD,1983,01,08,0.7729
204500,QD,1983,01,15,0.6929
204500,QD,1983,01,22,0.6500
204500,QD,1983,01,29,0.5843
204500,QD,1983,02,05,0.5286
204500,QD,1983,02,12,0.7100
204500,QD,1983,02,19,0.8643
204500,QD,1983,02,26,0.8929
204500,QD,1983,03,05,1.2643
204500,QD,1983,03,12,0.7729
204500,QD,1983,03,19,0.5886
204500,QD,1983,03,26,0.5271
204500,QD,1983,04,02,0.5371
204500,QD,1983,04,09,0.7157
204500,QD,1983,04,16,0.6400
204500,QD,1983,04,23,0.6714
204500,QD,1983,04,30,0.9157
204500,QD,1983,05,07,0.6586
204500,QD,1983,05,14,0.5243
204500,QD,1983,05,21,0.6129
